"Search Criteria: "

"Filing Operator:",,,"APACHE CORPORATION (027200)",,,,,,District:,,Statewide
"Prod Month:",,," Feb 2016",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,Gas,10,258039,"BUFFALO WALLOW (GRANITE WASH)","SANDERS 43","    5  ",,,124,50,,,174,"2,894","2,894","   02  "
,Gas,10,258040,"BUFFALO WALLOW (GRANITE WASH)","BEGERT 38","    2  ",,,234,2,,,236,"1,513",78,"   01  "
,,,,,,,,,,,,,,,"1,435","   02  "
,Gas,10,258241,"BUFFALO WALLOW (GRANITE WASH)","RAMP 26","    4  ",,,155,43,,,198,936,936,"   02  "
,Gas,10,258546,"BUFFALO WALLOW (GRANITE WASH)",FILLINGIM," 4009  ",,,168,22,185,"   01  ",5,"1,346","1,346","   02  "
,Gas,10,258660,"BUFFALO WALLOW (GRANITE WASH)",HUFF," 2001  ",,,27,0,,,27,0,,
,Gas,10,258661,"BUFFALO WALLOW (GRANITE WASH)",BEGERT,"    2  ",,,150,37,,,187,"1,670",86,"   01  "
,,,,,,,,,,,,,,,"1,584","   02  "
,Gas,10,258662,"BUFFALO WALLOW (GRANITE WASH)",RAMP," 6027  ",,,155,25,,,180,"1,641","1,641","   02  "
,Gas,10,258663,"BUFFALO WALLOW (GRANITE WASH)",HUFF," 4001  ",,,163,10,,,173,"1,288","1,288","   02  "
,Gas,10,258753,"BUFFALO WALLOW (GRANITE WASH)",GEM," 2041  ",,,140,43,,,183,"1,967","1,967","   02  "
,Gas,10,258842,"BUFFALO WALLOW (GRANITE WASH)","HUFF 9","    2  ",,,50,21,,,71,535,535,"   02  "
,Gas,10,259696,"BUFFALO WALLOW (GRANITE WASH)",HOSTUTLER," 7055  ",,,46,51,,,97,"1,803","1,803","   02  "
,Gas,10,259721,"BUFFALO WALLOW (GRANITE WASH)","MEADOWS 5","   14  ",,,141,23,,,164,825,825,"   02  "
,Gas,10,261387,"BUFFALO WALLOW (GRANITE WASH)","HENDERSON 65","    2  ",,,105,11,,,116,"1,128","1,128","   02  "
Y,Gas,10,262145,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN"," 5049  ",,,137,0,,,137,0,,
,Gas,10,262235,"BUFFALO WALLOW (GRANITE WASH)","HOSTUTLER 54","    5HC",,,79,182,,,261,"10,649","1,009","   01  "
,,,,,,,,,,,,,,,"9,640","   02  "
,Gas,10,262375,"BUFFALO WALLOW (GRANITE WASH)","HUFF 9","    4  ",,,170,7,,,177,"1,851","1,851","   02  "
,Gas,10,262519,"BUFFALO WALLOW (GRANITE WASH)",CURTIS," 1034  ",,,139,80,192,"   01  ",27,"4,818","4,818","   02  "
,Gas,10,264767,"BUFFALO WALLOW (GRANITE WASH)","HUFF 9","    9  ",,,32,2,,,34,740,740,"   02  "
,Gas,10,264871,"BUFFALO WALLOW (GRANITE WASH)","HOOVER 50","    6HB",,,123,286,191,"   01  ",218,"9,260","1,009","   01  "
,,,,,,,,,,,,,,,"8,251","   02  "
,Gas,10,265210,"BUFFALO WALLOW (GRANITE WASH)",POWLEDGE,"    4HC",,,269,72,,,341,"3,127","1,224","   01  "
,,,,,,,,,,,,,,,"1,903","   02  "
,Gas,10,265882,"BUFFALO WALLOW (GRANITE WASH)","HUFF 9","   10HB",,,277,114,187,"   01  ",204,"4,316",549,"   01  "
,,,,,,,,,,,,,,,"3,767","   02  "
,Gas,10,267275,"BUFFALO WALLOW (GRANITE WASH)","HOSTUTLER 'A'"," 8055HA",,,79,223,190,"   01  ",112,"12,238",990,"   01  "
,,,,,,,,,,,,,,,"11,248","   02  "
,Gas,10,267323,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 48","    7HC",,5383,425,241,376,"   01  ",290,"13,173",682,"   01  "
,,,,,,,,,,,,,,,"12,491","   02  "
,Gas,10,267511,"BUFFALO WALLOW (GRANITE WASH)",FILLINGIM," 1609HC",,,74,118,,,192,"11,254","1,001","   01  "
,,,,,,,,,,,,,,,"10,253","   02  "
,Gas,10,267982,"BUFFALO WALLOW (GRANITE WASH)","HUFF 9","   11HD",,,347,203,189,"   01  ",361,"16,261","16,261","   02  "
,Gas,10,268169,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 33","    7HA",,,260,146,191,"   01  ",215,"10,852","1,009","   01  "
,,,,,,,,,,,,,,,"9,843","   02  "
,Gas,10,268207,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 48","    8HA",,,348,145,192,"   01  ",301,"7,963","1,275","   01  "
,,,,,,,,,,,,,,,"6,688","   02  "
,Gas,10,268622,"BUFFALO WALLOW (GRANITE WASH)","HUFF 32","    6HA",,,290,155,191,"   01  ",254,"15,142","1,413","   01  "
,,,,,,,,,,,,,,,"13,729","   02  "
,Gas,10,269097,"BUFFALO WALLOW (GRANITE WASH)",BEGERT,"   10HB",,,134,129,190,"   01  ",73,"3,791",195,"   01  "
,,,,,,,,,,,,,,,"3,596","   02  "
,Gas,10,269100,"BUFFALO WALLOW (GRANITE WASH)",ALEXANDER,"    6HB",,,84,28,,,112,"5,276",566,"   01  "
,,,,,,,,,,,,,,,"4,710","   02  "
,Gas,10,269431,"BUFFALO WALLOW (GRANITE WASH)","PATSY 9","    3HA",,,161,141,188,"   01  ",114,"15,065","1,009","   01  "
,,,,,,,,,,,,,,,"14,056","   02  "
,Gas,10,269587,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN 49","    7H ",,5390,66,126,74,"   01  ",118,"14,750","14,750","   02  "
,Gas,10,269589,"BUFFALO WALLOW (GRANITE WASH)",ABRAHAM," 3206H ",,5390,0,0,,,0,0,,
,Gas,10,269590,"BUFFALO WALLOW (GRANITE WASH)","RAMP 26","    7H ",,,173,230,191,"   01  ",212,"17,807","17,807","   02  "
,Gas,10,269793,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 33","    8H ",,,385,139,189,"   01  ",335,"6,258",518,"   01  "
,,,,,,,,,,,,,,,"5,740","   02  "
,Gas,10,269850,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 48","    9H ",,,248,114,192,"   01  ",170,"5,286",909,"   01  "
,,,,,,,,,,,,,,,"4,377","   02  "
,Gas,10,270465,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN 49","    6HA",,,181,342,193,"   01  ",330,"18,140","18,140","   02  "
,Gas,10,270502,"BUFFALO WALLOW (GRANITE WASH)","HUFF 32","    7H ",,5390,107,179,116,"   01  ",170,"12,897","12,897","   02  "
,Gas,10,270506,"BUFFALO WALLOW (GRANITE WASH)","SANDERS 43","    6H ",,,218,276,192,"   01  ",302,"14,161","14,161","   02  "
,Gas,10,271235,"BUFFALO WALLOW (GRANITE WASH)","RAMP 27","    7H ",,,136,213,190,"   01  ",159,"15,877","15,877","   02  "
,Gas,10,271313,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 33","    9H ",,5383,237,89,,,326,"3,013",366,"   01  "
,,,,,,,,,,,,,,,"2,647","   02  "
,Gas,10,271316,"BUFFALO WALLOW (GRANITE WASH)","ELLEN 8","   12H ",,,187,323,383,"   01  ",127,"14,630",242,"   01  "
,,,,,,,,,,,,,,,"14,388","   02  "
,Gas,10,271779,"BUFFALO WALLOW (GRANITE WASH)",ALEXANDER,"    8H ",,,36,305,185,"   01  ",156,"15,274","15,274","   02  "
,Gas,10,272248,"BUFFALO WALLOW (GRANITE WASH)",ALEXANDER,"    7H ",,,142,235,190,"   01  ",187,"13,549",200,"   01  "
,,,,,,,,,,,,,,,"13,349","   02  "
,Gas,10,274552,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN 49","    8H ",,,154,134,,,288,"11,795",992,"   01  "
,,,,,,,,,,,,,,,"10,803","   02  "
,Gas,10,275007,"BUFFALO WALLOW (GRANITE WASH)","ELLEN 8","   10H ",,,18,109,,,127,"5,451",567,"   01  "
,,,,,,,,,,,,,,,"4,884","   02  "
,Gas,10,275654,"BUFFALO WALLOW (GRANITE WASH)","SANDERS 43","    7H ",,,183,67,,,250,"2,187","1,003","   01  "
,,,,,,,,,,,,,,,"1,184","   02  "
,Gas,10,275753,"BUFFALO WALLOW (GRANITE WASH)","RAMP 26","    9H ",,,237,227,199,"   01  ",265,"10,341","10,341","   02  "
,Gas,10,276180,"BUFFALO WALLOW (GRANITE WASH)","RAMP 27","    9H ",,,324,75,192,"   01  ",207,"2,439",880,"   01  "
,,,,,,,,,,,,,,,"1,559","   02  "
,Gas,10,276184,"BUFFALO WALLOW (GRANITE WASH)","RAMP 26","    8H ",,,141,208,184,"   01  ",165,"9,003","9,003","   02  "
,Gas,10,276480,"BUFFALO WALLOW (GRANITE WASH)",HOSTUTLER," 9055HR",,,319,729,762,"   01  ",286,"38,727","38,727","   02  "
,Gas,10,276540,"BUFFALO WALLOW (GRANITE WASH)","BEGERT 38","    3H ",,,95,698,564,"   01  ",229,"29,793","1,533","   01  "
,,,,,,,,,,,,,,,"28,260","   02  "
,Oil,10,09395,"BUFFALO WALLOW (OSWEGO, UPPER)","HOOVER 50",,,,2,0,,,2,0,,
,Gas,10,021942,"BULER (MISSISSIPPIAN)","MCLAIN, SAMUEL, -D-","    1  ",,,0,0,,,0,0,,
,Gas,10,080600,"BULER (MISSISSIPPIAN)",MCCARTOR,"    1  ",,,30,0,,,30,927,927,"   03  "
,Gas,10,060490,"BULER, NORTH (MORROW, UPPER)","GRIFFIN, GLORIA","    1  ",,,15,0,,,15,262,262,"   03  "
,Gas,10,243624,"BULER, NORTH (MORROW, UPPER)",MCLAIN," 3098  ",,,92,0,,,92,"3,331","3,331","   03  "
,Gas,10,147959,"CNB (ATOKA)","CITIZENS NATIONAL BANK"," G  9  ",,5034,0,0,,,0,0,,
,Gas,10,073596,"CAMBRIDGE (MORROW UPPER)","DUTCHER, W. H. -B-","    1  ",,,19,0,,,19,568,568,"   03  "
,Gas,10,129272,"CAMBRIDGE, S. (MORROW, UP.)","POSTON, HAZEL LOUISE ET AL","    2  ",,,0,7,,,7,635,635,"   03  "
,Gas,10,238897,"CANADIAN, NE (DOUGLAS)","URSCHEL UNIT","    2  ",,,53,0,,,53,"1,386","1,386","   02  "
,Gas,10,163594,"CANADIAN, SE (DOUGLAS)","CONATSER U.S.A."," 1160  ",,,72,31,,,103,736,736,"   02  "
,Gas,10,184285,"CANADIAN, SE (DOUGLAS)",HUMPHREYS,"    3  ",,,55,0,,,55,259,259,"   03  "
,Gas,10,184370,"CANADIAN, SE (DOUGLAS)",HUMPHREYS,"    2  ",,,134,0,,,134,0,,
,Gas,10,184957,"CANADIAN, SE (DOUGLAS)",HUMPHREYS,"  332  ",,,12,0,,,12,156,156,"   03  "
,Gas,10,089483,"CLEMENTINE (MORROW, UPPER)",THORESON," 1027  ",,,115,0,,,115,"1,010","1,010","   02  "
,Gas,10,114636,"COBURN (MORROW UPPER)","JONES -25-"," 4062  ",,,0,0,,,0,0,,
,Oil,10,08990,"COBURN (TONKAWA)","JONES 25",,,,315,103,184,"   01  ",234,0,,
Y,Gas,10,170820,"COBURN LOWER (LOWER MORROW)","WHEAT, JAMES ROLAND ""B"""," 1342  ",,,88,0,,,88,0,,
,Gas,10,172553,"COBURN LOWER (LOWER MORROW)",WALTER,"    3  ",,,0,0,,,0,184,184,"   02  "
,Oil,10,04676,"CREST (DES MOINES)","KELLN, C. H.",,,,0,0,,,0,0,,
,Gas,10,021844,"DANIEL (ATOKA LIME)",KNOX-PIPKIN,"  228 L",,0455,0,0,,,0,"1,180","1,180","   03  "
,Gas,10,107145,"DANIEL (ATOKA LIME)","DANIELS -E-","    1  ",,,53,0,,,53,0,,
,Gas,10,223693,"DANIEL (ATOKA LIME)",KNOX-PIPKIN,"  128  ",,,1,0,,,1,0,,
,Oil,10,04474,"DARREN (MORROW, MIDDLE)","PINCKARD ""B""",,,,0,0,,,0,0,,
,Gas,10,203134,"DAVIS DRAW (MORROW LOWER)","HALE 209","    3  ",,,0,0,,,0,72,72,"   02  "
,Gas,10,212990,"DUTCHER (ATOKA)","COURSON-PARNELL 474"," 2474  ",,,97,7,,,104,"2,688",287,"   01  "
,,,,,,,,,,,,,,,"2,401","   03  "
,Oil,10,08206,"ELLIS RANCH (ATOKA)","PINCKARD, LIZZIE E. -A-",,,,0,0,,,0,0,,
,Gas,10,159563,"ELLIS RANCH (ATOKA)","HERNDON, EDNA J. ""C""","    1  ",,,38,0,,,38,962,962,"   03  "
,Gas,10,234868,"ELLIS RANCH (MORROW MIDDLE)","HERNDON B"," 2490  ",,,33,0,,,33,0,,
,Gas,10,250620,"FARNSWORTH (OSWEGO)",LAUNE,"    1  ",,,15,2,,,17,369,369,"   03  "
,Gas,10,065781,"FARNSWORTH, SE. (CLEVELAND)","DIAL, ELIZABETH"," 1053  ",,,18,0,,,18,873,873,"   03  "
,Oil,10,02737,"FARNSWORTH-CONNER (DES MOINES)","BEEGLE ""A""",,,,57,25,74,"   01  ",8,270,270,"   02  "
,Oil,10,07421,"FARNSWORTH-CONNER (DES MOINES)",PORTWOOD,,,,94,34,,,128,848,848,"   02  "
,Gas,10,272661,"FELDMAN (ATOKA)","LOCKHART 10","    1  ",,,104,0,,,104,0,,
,Gas,10,200539,"FELDMAN (CHEROKEE)","M.HODGSON UNIT"," 1053  ",,,65,0,,,65,45,45,"   03  "
,Gas,10,022059,"FELDMAN (DOUGLAS)",WAINSCOTT-MCCLURE,"    1 U",,,0,0,,,0,570,570,"   03  "
,Gas,10,078924,"FELDMAN (DOUGLAS)","JONES ESTATE","    1  ",,,39,0,,,39,"3,015","3,015","   03  "
,Oil,10,02538,"FELDMAN (TONKAWA)","HODGSON, MARGARET, -E-",,,,474,947,924,"   01  ",497,"6,755",918,"   01  "
,,,,,,,,,,,,,,,"5,704","   02  "
,,,,,,,,,,,,,,,133,"   03  "
,Oil,10,02635,"FELDMAN (TONKAWA)","CABE, TROY",,,,245,382,180,"   01  ",447,"1,488","1,488","   02  "
,Oil,10,04737,"FELDMAN (TONKAWA)","KENYON, MURL ""A""",,,,93,0,,,93,0,,
,Oil,10,04892,"FELDMAN (TONKAWA)","LOCKHART ""B""",,,,196,593,558,"   01  ",231,"6,420","1,009","   01  "
,,,,,,,,,,,,,,,"5,411","   02  "
,Oil,10,04989,"FELDMAN (TONKAWA)","LOCKHART ""A"" 36",,,,179,420,365,"   01  ",234,"2,578",739,"   01  "
,,,,,,,,,,,,,,,"1,839","   02  "
,Oil,10,05126,"FELDMAN (TONKAWA)",DETRIXHE,,,,121,0,,,121,0,,
,Oil,10,07356,"FELDMAN (TONKAWA)","LOCKHART STRIP",,,,96,18,,,114,531,531,"   02  "
,Oil,10,08185,"FELDMAN (TONKAWA)","LOCKHART 82",,,,285,129,185,"   01  ",229,810,810,"   02  "
,Oil,10,08186,"FELDMAN (TONKAWA)","PIPER, O. S.",,,,65,6,,,71,255,255,"   02  "
,Oil,10,08569,"FELDMAN (TONKAWA)","LOCKHART 10",,,,423,697,737,"   01  ",383,"9,261",310,"   01  "
,,,,,,,,,,,,,,,"8,951","   02  "
,Oil,10,09117,"FELDMAN (TONKAWA)","J-FEL 9",,,,202,162,180,"   01  ",184,"1,672",912,"   01  "
,,,,,,,,,,,,,,,760,"   02  "
,Oil,10,09132,"FELDMAN (TONKAWA)","FEE 37",,,,256,398,545,"   01  ",109,"3,921",982,"   01  "
,,,,,,,,,,,,,,,"2,939","   02  "
,Gas,10,022062,"FELDMAN (TONKAWA)","HODGSON, MARGARET","    1  ",,,103,0,,,103,566,566,"   03  "
,Gas,10,022063,"FELDMAN (TONKAWA)","HODGSON, MARGARET -B-","    1  ",,,97,0,,,97,101,101,"   03  "
,Gas,10,163966,"FELDMAN (TONKAWA)",DETRIXHE,"    1  ",,,162,5,,,167,640,640,"   02  "
,Gas,10,205635,"FELDMAN (TONKAWA)","FELDMAN, D.D. UNIT","    3  ",,,93,28,,,121,"1,116","1,116","   03  "
,Gas,10,242735,"FELDMAN (TONKAWA)","FEE 37","    4  ",,,147,0,,,147,27,27,"   02  "
,Gas,10,255765,"FELDMAN (TONKAWA)","D. D. FELDMAN UNIT","    2  ",,,70,0,,,70,"2,856","2,856","   03  "
,Gas,10,055286,"FELDMAN, NORTH (DOUGLAS)","IMMEL -A-","    1  ",,,105,0,,,105,254,254,"   03  "
,Oil,10,04124,"FELDMAN, SOUTH (TONKAWA)","JONES, WALTER S. ETAL -B-",,,,239,277,377,"   01  ",139,"7,244","1,005","   01  "
,,,,,,,,,,,,,,,"5,829","   02  "
,,,,,,,,,,,,,,,410,"   03  "
,Oil,10,07426,"FELDMAN, SOUTH (TONKAWA)",HODGSON-21,,,,100,0,,,100,260,260,"   03  "
Y,Gas,10,043831,"FOLLETT, SOUTH (MORROW)","HAINES, MAUD I. ETAL","    1  ",,,8,0,,,8,703,703,"   03  "
,Gas,10,173504,"FOLLETT, WEST (CHEROKEE)",HARHAUSEN,"    1  ",,,116,10,,,126,"2,739","2,739","   02  "
,Gas,10,179988,"FOLLETT, WEST (CHEROKEE)",HEIL,"    1  ",,,25,8,,,33,"1,577","1,577","   02  "
,Gas,10,068346,"FOLLETT, WEST (CLEVELAND)",YAUCK,"    1  ",,,0,0,,,0,0,,
Y,Gas,10,239456,"FRYE RANCH (CONSOLIDATED)","WEATHERLY 1","    1  ",,,107,0,,,107,"37,300","37,300","   02  "
,Gas,10,246248,"FRYE RANCH (CONSOLIDATED)","MOORE, R.","  101  ",,,32,0,,,32,0,,
,Gas,10,246265,"FRYE RANCH (CONSOLIDATED)","J B SIMMONS","  102  ",,,95,0,,,95,"1,951","1,951","   02  "
,Gas,10,246267,"FRYE RANCH (CONSOLIDATED)","J H HILL","  101  ",,,135,170,185,"   01  ",120,"4,542","4,542","   02  "
,Gas,10,247533,"FRYE RANCH (CONSOLIDATED)",COLLINS," 2016  ",,,95,0,,,95,0,,
,Gas,10,249452,"FRYE RANCH (CONSOLIDATED)",WEATHERLY,"  201  ",,,196,0,,,196,"11,118","11,118","   02  "
,Gas,10,267569,"FRYE RANCH (CONSOLIDATED)",BOLES," 2019H ",,,167,16,,,183,512,512,"   01  "
,Gas,10,269747,"FRYE RANCH (CONSOLIDATED)",BOLES," 3019H ",,,81,430,372,"   01  ",139,"3,032","1,120","   01  "
,,,,,,,,,,,,,,,"1,912","   02  "
,Gas,10,274740,"FRYE RANCH (CONSOLIDATED)",BOLES," 5019H ",,,181,0,,,181,0,,
,Gas,10,276100,"FRYE RANCH (CONSOLIDATED)","MOORE, R.","  201H ",,,283,203,192,"   01  ",294,"25,803","25,803","   02  "
,Oil,10,04638,"GEM-HEMPHILL (DOUGLAS LO.)",RAMSEY,,,,152,47,,,199,493,493,"   02  "
,Gas,10,057259,"GEM-HEMPHILL (MORROW UPPER)",BURTON,"    1  ",,,0,0,,,0,0,,
,Gas,10,123284,"HAMKER RANCH (MORROW, BASAL)","HOLLAND, R. H.","    2  ",,,32,0,,,32,895,895,"   03  "
,Gas,10,207649,"HANSFORD (HEPLER)","STEELE-COLLARD -A-","    6  ",,,18,0,,,18,0,,
Y,Oil,10,05176,"HANSFORD (MARMATON)","STEELE-COLLARD ""B""",,,,59,61,83,"   01  ",37,"1,331","1,331","   02  "
,Gas,10,079398,"HANSFORD (MORROW, LOWER)","STEELE-COLLARD -F-","    2  ",,,90,0,,,90,"2,435","2,435","   02  "
,Gas,10,178358,"HANSFORD (MORROW, LOWER)","COLLARD, STEELE -F-","    4  ",,,26,0,,,26,"1,082","1,082","   02  "
Y,Gas,10,028240,"HANSFORD (MORROW, UPPER)","STEELE-COLLARD -B-","    1 C",,,0,0,,,0,419,419,"   02  "
,Gas,10,115581,"HANSFORD (MORROW, UPPER)","PEARSON -M-","    3  ",,,30,0,,,30,0,,
,Gas,10,176899,"HANSFORD (MORROW, UPPER)","COLLARD, STEELE -F-","    3  ",,,126,0,,,126,"1,406","1,406","   02  "
,Oil,10,09298,"HANSFORD, N. (DES MOINES, UP.)","STEELE COLLARD 'B'",,,,59,61,83,"   01  ",37,"1,422","1,422","   02  "
,Gas,10,210662,"HAYWOOD (ATOKA)","STUMP, J. V.","    2  ",,,13,12,,,25,"1,277","1,277","   03  "
,Oil,10,07538,"HEMPHILL (DOUGLAS)",BEGERT,,,,104,35,,,139,310,16,"   01  "
,,,,,,,,,,,,,,,294,"   02  "
,Oil,10,07545,"HEMPHILL (DOUGLAS)","RAMP 26",,,,69,0,,,69,"1,568","1,568","   02  "
Y,Oil,10,07548,"HEMPHILL (DOUGLAS)","HUFF 32",,,,69,0,,,69,0,,
,Oil,10,07554,"HEMPHILL (DOUGLAS)",PATSY,,,,134,90,,,224,337,337,"   02  "
,Oil,10,08256,"HEMPHILL (DOUGLAS)",RAMP,,,,82,23,,,105,239,239,"   02  "
,Gas,10,185706,"HEMPHILL (DOUGLAS)",HEFLEY," 1013  ",,,239,42,,,281,761,761,"   02  "
,Gas,10,191179,"HEMPHILL (DOUGLAS)",POWLEDGE,"    1  ",,,25,0,,,25,"1,750","1,750","   02  "
,Gas,10,227856,"HEMPHILL (DOUGLAS)","RAMP-WALKER 31","    1-C",,,0,0,,,0,0,,
,Gas,10,237444,"HEMPHILL (DOUGLAS)","SHELL FEE 53","    3  ",,,34,17,,,51,590,590,"   02  "
,Gas,10,237594,"HEMPHILL (DOUGLAS)","RAMP ET AL"," 7023  ",,,8,0,,,8,0,,
,Gas,10,238382,"HEMPHILL (DOUGLAS)","RAMP ET AL"," 6023  ",,,0,0,,,0,0,,
,Gas,10,239386,"HEMPHILL (DOUGLAS)","HOOVER 50","    3  ",,,98,23,,,121,782,782,"   02  "
,Gas,10,270706,"HEMPHILL (DOUGLAS)","HUFF 9","    1  ",,,67,0,,,67,0,,
,Gas,10,055406,"HEMPHILL (GRANITE WASH.)","ARRINGTON FRENCH"," 1054  ",,,0,0,,,0,0,,
,Gas,10,148944,"HEMPHILL (GRANITE WASH.)","FRENCH ARRINGTON"," 7054  ",,,8,0,,,8,0,,
,Gas,10,153137,"HEMPHILL (GRANITE WASH.)",ARRINGTON," 1055  ",,,35,0,,,35,897,897,"   03  "
,Gas,10,169394,"HEMPHILL (GRANITE WASH.)",DEVIN,"    1  ",,,210,22,,,232,"2,658","2,658","   02  "
,Gas,10,183596,"HEMPHILL (GRANITE WASH.)",CARRUTH,"    2  ",,,17,0,,,17,0,,
,Oil,10,08911,"HEMPHILL (GRANITE WASH. SO)",RISLEY,,,,87,47,,,134,28,28,"   02  "
,Oil,10,07281,"HEMPHILL, SOUTH (DOUGLAS)",MEADOWS,,,,194,138,,,332,"1,204","1,204","   02  "
Y,Oil,10,07429,"HEMPHILL, SOUTH (DOUGLAS)",HUFF,,,,135,30,,,165,10,10,"   02  "
,Gas,10,172572,"HEMPHILL, SOUTHEAST (DOUGLAS)",SANDRA,"    1  ",,,0,0,,,0,0,,
,Oil,10,07663,"HIGGINS, SOUTH (MORROW UPPER)","LOCKHART 82",,,,137,163,186,"   01  ",114,620,22,"   01  "
,,,,,,,,,,,,,,,598,"   02  "
,Oil,10,07703,"HIGGINS, WEST (TONKAWA)","LOCKHART 170",,,,123,0,,,123,0,,
,Gas,10,174102,"HIGGINS, WEST (TONKAWA)","SPARKS, ELMER E. ""A""","    4  ",,,124,73,,,197,834,834,"   03  "
,Gas,10,169636,"HODGES (MORROW, MIDDLE)","HODGES -G-"," 1933  ",,,157,8,,,165,"2,728","2,728","   02  "
,Gas,10,171757,"HODGES (MORROW, MIDDLE)","HODGES, MINNIE"," 4002  ",,,104,4,,,108,"2,192","2,192","   02  "
,Gas,10,209398,"IVESTER (ATOKA)",BROWN,"  105  ",,,48,0,,,48,"4,371","4,371","   03  "
,Gas,10,215351,"IVESTER (ATOKA)",KEITH," 1058  ",,,83,0,,,83,0,,
,Gas,10,228811,"IVESTER (ATOKA)",COLTHARP," 1058  ",,,149,39,,,188,"5,072",985,"   01  "
,,,,,,,,,,,,,,,"4,087","   03  "
,Gas,10,231222,"IVESTER (ATOKA)",BASS," 3059  ",,,27,0,,,27,"4,378","4,378","   03  "
,Gas,10,232623,"IVESTER (ATOKA)",AUSTIN,"    1  ",,,23,0,,,23,0,,
,Gas,10,235263,"IVESTER (ATOKA)",BASS-CALCOTE," 2059  ",,,52,0,,,52,"2,901","2,901","   03  "
,Gas,10,244492,"IVESTER (ATOKA)",KEITH," 2058  ",,,45,0,,,45,0,,
,Gas,10,117349,"JENKIM (CHEROKEE)","PINKARD -B-","    6  ",,,0,0,,,0,0,,
,Gas,10,118403,"JENKIM (CHEROKEE)","PINCKARD -B-","    5  ",,,0,0,,,0,0,,
,Gas,10,124639,"JENKIM (CHEROKEE)","PINCKARD -C-","    1  ",,,99,0,,,99,370,370,"   03  "
,Gas,10,098865,"KEY (MORROW, UP.)","WOODS, IMA","    1  ",,,0,0,,,0,0,,
,Gas,10,104742,"KEY (MORROW, UP.)",KEY,"    2  ",,,0,0,,,0,0,,
Y,Oil,10,08637,"KIOWA CREEK (MARMATON)","BRILLHART, H C 925",,,,11,0,,,11,0,,
,Oil,10,08793,"KIOWA CREEK (MARMATON)","NEUFELD 924",,,,123,72,136,"   01  ",59,"6,409",274,"   01  "
,,,,,,,,,,,,,,,"6,135","   02  "
,Oil,10,08904,"KIOWA CREEK (MARMATON)","CAROLEA 594",,,,794,"1,865","1,647","   01  ","1,012","29,416","1,989","   01  "
,,,,,,,,,,,,,,,"27,427","   02  "
,Oil,10,08910,"KIOWA CREEK (MARMATON)","RANDALL 640",,,,602,"1,364","1,267","   01  ",699,"15,844","3,004","   01  "
,,,,,,,,,,,,,,,"12,840","   02  "
,Oil,10,08936,"KIOWA CREEK (MARMATON)","FRANANO 376",,,,262,122,184,"   01  ",200,132,132,"   02  "
,Oil,10,08994,"KIOWA CREEK (MARMATON)","ASH 325",,,,77,225,180,"   01  ",122,"1,553","1,009","   01  "
,,,,,,,,,,,,,,,544,"   02  "
,Oil,10,09129,"KIOWA CREEK (MARMATON)","PEERY 375",,,,350,157,183,"   01  ",324,"1,838",964,"   01  "
,,,,,,,,,,,,,,,874,"   02  "
,Oil,10,09185,"KIOWA CREEK (MARMATON)","KING 641",,,,311,450,548,"   01  ",213,"4,242","1,009","   01  "
,,,,,,,,,,,,,,,"3,233","   02  "
,Oil,10,08754,"LIPSCOMB (CLEVELAND)","PUNDT 197",,,,529,948,936,"   01  ",541,"7,856","1,911","   01  "
,,,,,,,,,,,,,,,"5,945","   02  "
,Oil,10,09027,"LIPSCOMB (CLEVELAND)","WATERS 240",,,,"1,208","2,939","2,780","   01  ","1,367","23,836","4,202","   01  "
,,,,,,,,,,,,,,,"19,634","   02  "
,Oil,10,09171,"LIPSCOMB (CLEVELAND)","JOSEPHINE 239",,,,174,420,368,"   01  ",226,"7,229","1,009","   01  "
,,,,,,,,,,,,,,,"6,220","   02  "
,Oil,10,09205,"LIPSCOMB (CLEVELAND)","DUKE 412",,,,254,"1,146",907,"   01  ",493,"14,065","2,018","   01  "
,,,,,,,,,,,,,,,"12,047","   02  "
,Gas,10,148751,"LIPSCOMB (CLEVELAND)",SIMPAINE,"    5  ",,,131,0,,,131,0,,
,Gas,10,155173,"LIPSCOMB (CLEVELAND)","WHEAT, JAMES ROLAND ""B"""," 1342  ",,,0,0,,,0,0,,
,Gas,10,216312,"LIPSCOMB (CLEVELAND)","JONES TRUST 343","    2H ",,,132,1,,,133,266,266,"   02  "
