"Search Criteria: "

"Filing Operator:",,,"APACHE CORPORATION (027200)",,,,,,District:,,Statewide
"Prod Month:",,," Feb 2016",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,Gas,03,238398,"SOMERVILLE (GEORGETOWN)","CONNELL, M. S.","    1  ",,,101,0,,,101,0,,
,Gas,03,242079,"SOMERVILLE (GEORGETOWN)","KRENEK, J.","    1  ",,,105,5,,,110,836,836,"   02  "
,Gas,03,242368,"SOMERVILLE (GEORGETOWN)","SEBESTA, C. J. ""B"" UNIT","    1  ",,,23,0,,,23,28,28,"   02  "
,Oil,03,26689,"SOUTHERN BAY (EAGLE FORD)",LEONE,,,5508,32,361,360,"   01  ",33,"1,206",243,"   01  "
,,,,,,,,,,,,,,,963,"   02  "
,Oil,03,14770,"STONE CITY (AUSTIN CHALK)","SKRIVANEK, JOSEPH J. JR.",,,6913,71,251,257,"   01  ",65,622,622,"   02  "
,Oil,03,15034,"STONE CITY (AUSTIN CHALK)","CHACHERE, HAZEL J. ""A""",,,,208,234,184,"   01  ",258,632,632,"   02  "
,Oil,03,15979,"STONE CITY (AUSTIN CHALK)","JACKSON UNIT",,,,97,51,,,148,319,319,"   02  "
,Oil,03,17382,"STONE CITY (AUSTIN CHALK)","LEON CASH UNIT",,,,0,0,,,0,0,,
Y,Oil,03,06719,"WITHERS, NORTH","PIERCE ESTATES",,,0476,235,590,680,"   01  ",145,"2,267","2,267","   01  "
,Gas,03,233274,"WITHERS, NORTH (-A- SAND)","PIERCE ESTATES"," C232  ",,,0,0,,,0,0,,
,Gas,03,258681,"WITHERS, NORTH (-A- SAND)","PIERCE ESTATES"," C244  ",,,0,0,,,0,0,,
Y,Oil,03,06720,"WITHERS, NORTH (-C- SAND)","PIERCE ESTATES",,,0476,381,"2,109","1,971","   01  ",519,"4,110","4,110","   01  "
,Gas,03,192264,"WITHERS, NORTH (-F-)","PIERCE ESTATES"," C232  ",,,0,0,,,0,0,,
,Oil,05,04062,"AGUILA VADO (EAGLEFORD)","STASNY-PORTERFIELD EF",,,,311,"2,177","2,183","   01  ",305,"1,845","1,845","   02  "
,Oil,05,04095,"AGUILA VADO (EAGLEFORD)","CARR-BUFFALO RANCH UNIT-1",,,,306,"2,280","2,033","   01  ",553,"9,216",696,"   01  "
,,,,,,,,,,,,,,,"8,520","   02  "
Y,Oil,05,04101,"AGUILA VADO (EAGLEFORD)","BATEY-PORTERFIELD EF",,,5489,422,"3,035","2,940","   01  ",517,"2,849","2,849","   02  "
Y,Oil,05,04104,"AGUILA VADO (EAGLEFORD)",REVEILLE,,T,,"1,094","14,324","14,028","   01  ","1,390","49,502","7,146","   01  "
,,,,,,,,,,,,,,,"42,356","   02  "
,,05,04104,"AGUILA VADO (EAGLEFORD)",REVEILLE,,,5487,644,"11,840","11,593","   01  ",891,0,,
,,05,04104,"AGUILA VADO (EAGLEFORD)",REVEILLE,,,5494,450,"2,484","2,435","   01  ",499,0,,
Y,Oil,05,04109,"AGUILA VADO (EAGLEFORD)","MCCULLOUGH-WINEMAN EF",,,5492,484,"4,013","3,979","   01  ",518,"15,952","1,149","   01  "
,,,,,,,,,,,,,,,"14,803","   02  "
Y,Oil,05,04149,"AGUILA VADO (EAGLEFORD)","BETTY STETZ",,,5490,222,"3,183","3,315","   01  ",90,"2,298",64,"   01  "
,,,,,,,,,,,,,,,"2,234","   02  "
Y,Oil,05,04181,"AGUILA VADO (EAGLEFORD)","FLORIAN STETZ",,,5490,350,"5,239","5,441","   01  ",148,"6,742",953,"   01  "
,,,,,,,,,,,,,,,"5,789","   02  "
Y,Oil,05,04183,"AGUILA VADO (EAGLEFORD)","RANCHO GRANDE",,,5490,376,"5,557","5,776","   01  ",157,"9,356",633,"   01  "
,,,,,,,,,,,,,,,"8,723","   02  "
Y,Oil,05,04184,"AGUILA VADO (EAGLEFORD)",GRANT,,,5495,296,"8,722","8,820","   01  ",198,"7,052",196,"   01  "
,,,,,,,,,,,,,,,"6,856","   02  "
Y,Oil,05,04187,"AGUILA VADO (EAGLEFORD)",GUSTAVO,,,5490,389,"6,277","6,488","   01  ",178,"9,040","1,748","   01  "
,,,,,,,,,,,,,,,"7,292","   02  "
Y,Oil,05,04197,"AGUILA VADO (EAGLEFORD)",RAE,,,5507,617,"5,072","5,263","   01  ",426,"43,944",294,"   01  "
,,,,,,,,,,,,,,,"43,631","   02  "
,,,,,,,,,,,,,,,19,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7B,09374,"ROUND TOP (CANYON)","TOWNE, E. S.",,,,N/A,0,,,0,0,,
,Oil,7B,19080,"ROUND TOP (CANYON)","RTCS D",,,5642,9,172,169,"   00  ",12,377,377,"   03  "
,Oil,7B,31170,"ROUND TOP (CANYON)","RTCS A",,,,4,193,184,"   00  ",13,375,375,"   03  "
,Oil,7B,31180,"ROUND TOP (CANYON)","RTCS F",,,,2,32,32,"   00  ",2,125,125,"   03  "
,Oil,7B,31279,"ROUND TOP (CANYON)","RTCS G",,,,29,261,272,"   00  ",18,"1,409","1,409","   03  "
,Oil,7B,31282,"ROUND TOP (CANYON)","RTCS E",,,,4,128,123,"   00  ",9,194,194,"   03  "
,Oil,7B,11416,"ROUND TOP (PALO PINTO REEF)","ROUND TOP /PALO PINTO REEF/",,,5642,450,"7,168","7,082","   00  ",536,"2,741","2,741","   03  "
Y,Oil,7C,18611,WILDCAT,"ZPZ FEE",,,,0,0,,,0,0,,
,Oil,7C,14632,"AMIET (STRAWN)","UNIVERSITY 6-18W",,,,192,57,,,249,143,9,"   01  "
,,,,,,,,,,,,,,,134,"   02  "
Y,Gas,7C,075673,"ANDREW A. (CANYON)","MISS ELA ""K""","    2  ",,,72,0,,,72,570,570,"   03  "
,Oil,7C,15223,"BENEDUM (DEVONIAN, GAS)","NEAL, H. F. ""C""",,,5261,120,8,,,128,172,172,"   02  "
Y,Oil,7C,07662,"BENEDUM (ELLENBURGER)","ALFORD, D. L.",,,6114,702,63,183,"   01  ",582,84,84,"   02  "
,Oil,7C,14522,"BENEDUM (ELLENBURGER)","GORDON ""A""",,,6114,635,107,338,"   01  ",404,599,599,"   02  "
,Oil,7C,07664,"BENEDUM (FUSSELMAN)","NEAL ""B""",,,,334,16,,,350,697,697,"   02  "
,Oil,7C,14708,"BENEDUM (FUSSELMAN)","UNIVERSITY ""4""",,,,499,14,,,513,"1,801","1,801","   02  "
,Oil,7C,14885,"BENEDUM (FUSSELMAN)","UNIVERSITY ""13""",,,,281,3,,,284,429,429,"   02  "
,Oil,7C,15241,"BENEDUM (FUSSELMAN)","ELLIOTT ""A""",,,5261,16,0,,,16,0,,
,Oil,7C,00228,"BIG LAKE",UNIVERSITY,,,0356,802,"9,202","8,770","   00  ","1,234","3,496","3,496","   02  "
,Oil,7C,12586,"BIG LAKE (ELLENBURGER)",UNIVERSITY,,,0356,20,197,191,"   00  ",26,792,792,"   02  "
,Oil,7C,13313,"BIG LAKE (FUSSELMAN)",UNIVERSITY,,,0356,0,0,,,0,0,,
,Oil,7C,04420,"BIG LAKE (SPRABERRY)",UNIVERSITY,,,0356,0,0,,,0,0,,
,Gas,7C,018732,"BIG LAKE (STRAWN)",UNIVERSITY,"   12  ",,0356,0,0,,,0,"1,284","1,284","   02  "
,Gas,7C,018734,"BIG LAKE (STRAWN)","UNIVERSITY -BL-","    3  ",,0356,0,0,,,0,0,,
,Gas,7C,238400,"BIG LAKE (STRAWN)","UNIVERSITY BL","    6  ",,,0,0,,,0,0,,
,Gas,7C,018777,"BROWN-BASSETT (ELLENBURGER)","SCOTT, AVIS C.","    1  ",,,0,0,,,0,"86,267","86,267","   03  "
,Gas,7C,018778,"BROWN-BASSETT (ELLENBURGER)","SCOTT, AVIS C., -B-","    2  ",,,0,0,,,0,"41,328","41,328","   03  "
,Gas,7C,233488,"BROWN-BASSETT (STRAWN)","BROWN BASSETT PECOS UNIT","    2H ",,,0,0,,,0,0,,
,Gas,7C,159623,"BROWN-BASSETT (WOLFCAMP)",BANNER,"    1  ",,5077,2,0,,,2,61,61,"   03  "
,Gas,7C,159629,"BROWN-BASSETT (WOLFCAMP)","BROWN BASSETT","    3  ",,,7,0,,,7,531,531,"   03  "
,Gas,7C,159867,"BROWN-BASSETT (WOLFCAMP)","GOODE ESTATE UNIT","    3  ",,,0,0,,,0,"1,154","1,154","   03  "
,Gas,7C,160120,"BROWN-BASSETT (WOLFCAMP)","BROWN MCNINCH ESTATE UNIT","    4  ",,,0,0,,,0,3,3,"   03  "
,Gas,7C,160406,"BROWN-BASSETT (WOLFCAMP)","BROWN MCNINCH ESTATE UNIT","    5  ",,,1,0,,,1,1,1,"   03  "
,Gas,7C,160636,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE"," B  2  ",,,2,0,,,2,299,299,"   03  "
,Gas,7C,160704,"BROWN-BASSETT (WOLFCAMP)","BROWN ESTATE","    6  ",,,0,0,,,0,452,452,"   03  "
,Gas,7C,160709,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE"," B  3  ",,,53,0,,,53,"1,033","1,033","   03  "
,Gas,7C,160710,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE"," B  4  ",,,0,0,,,0,128,128,"   03  "
,Gas,7C,160711,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE","   11  ",,,3,0,,,3,489,489,"   03  "
,Gas,7C,160902,"BROWN-BASSETT (WOLFCAMP)","BROWN MCNINCH ESTATE UNIT","    7  ",,,1,0,,,1,0,,
,Gas,7C,161217,"BROWN-BASSETT (WOLFCAMP)","BROWN BASSETT GOODE UNIT","    2  ",,,4,0,,,4,988,988,"   03  "
,Gas,7C,161357,"BROWN-BASSETT (WOLFCAMP)","GOODE ESTATE C UNIT","    2  ",,,0,0,,,0,0,,
,Gas,7C,161430,"BROWN-BASSETT (WOLFCAMP)","BANNER STATE","    3  ",,,0,0,,,0,504,504,"   03  "
,Gas,7C,161431,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE","   15  ",,,0,0,,,0,496,496,"   03  "
,Gas,7C,162002,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE","   18  ",,,1,0,,,1,174,174,"   03  "
,Gas,7C,162149,"BROWN-BASSETT (WOLFCAMP)",BANNER,"    2  ",,5077,0,0,,,0,34,34,"   03  "
,Gas,7C,162327,"BROWN-BASSETT (WOLFCAMP)","GOODE ESTATE C UNIT","    4  ",,,0,0,,,0,232,232,"   03  "
,Gas,7C,162804,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE","   19  ",,,1,0,,,1,337,337,"   03  "
,Gas,7C,163718,"BROWN-BASSETT (WOLFCAMP)","BANNER ESTATE","   14  ",,,4,0,,,4,713,713,"   03  "
,Gas,7C,202717,"BROWN-BASSETT (WOLFCAMP)","GOODE ESTATE B UNIT","    5  ",,,3,0,,,3,423,423,"   03  "
,Gas,7C,088661,"ELA SUGG (WOLFCAMP)","SUGG, ELA C. 59-A","    2 L",,,0,0,,,0,0,,
,Gas,7C,150467,"GRIERSON SPRING (DEVONIAN)","UNIVERSITY ""5""","    1  ",,5075,251,56,,,307,643,21,"   01  "
,,,,,,,,,,,,,,,622,"   02  "
,Oil,7C,16987,"GRIERSON SPRING (STRAWN)","UNIVERSITY 6-17",,,,159,7,,,166,744,48,"   01  "
,,,,,,,,,,,,,,,696,"   02  "
,Gas,7C,118580,"GRIERSON SPRING (STRAWN)","UNIVERSITY ""F""","    1  ",,5075,329,323,325,"   01  ",327,"4,106",134,"   01  "
,,,,,,,,,,,,,,,"3,972","   02  "
,Gas,7C,155427,"GRIERSON SPRING (STRAWN)","GRIERSON A","    1  ",,5038,162,2,,,164,370,24,"   01  "
,,,,,,,,,,,,,,,346,"   02  "
,Gas,7C,156490,"GRIERSON SPRING (STRAWN)","GRIERSON STATE","    1  ",,5075,155,19,,,174,286,9,"   01  "
,,,,,,,,,,,,,,,277,"   02  "
,Gas,7C,158245,"GRIERSON SPRING (STRAWN)","GRIERSON A","    2  ",,5038,1,0,,,1,75,5,"   01  "
,,,,,,,,,,,,,,,70,"   02  "
,Gas,7C,158246,"GRIERSON SPRING (STRAWN)","GRIERSON B","    1  ",,5075,64,73,,,137,"4,033",132,"   01  "
,,,,,,,,,,,,,,,"3,901","   02  "
,Gas,7C,158998,"GRIERSON SPRING (STRAWN)","UNIVERSITY ""F""","    2  ",,5075,73,74,72,"   01  ",75,"4,032",132,"   01  "
,,,,,,,,,,,,,,,"3,900","   02  "
,Gas,7C,159000,"GRIERSON SPRING (STRAWN)","UNIVERSITY ""F""","    3  ",,5075,74,76,74,"   01  ",76,"3,291",107,"   01  "
,,,,,,,,,,,,,,,"3,184","   02  "
,Gas,7C,159463,"GRIERSON SPRING (STRAWN)","UNIVERSITY 6A","    1  ",,5052,30,1,,,31,128,8,"   01  "
,,,,,,,,,,,,,,,120,"   02  "
,Gas,7C,162917,"GRIERSON SPRING (STRAWN)","UNIVERSITY 6-7","    1  ",,,169,140,192,"   01  ",117,"6,128",391,"   01  "
,,,,,,,,,,,,,,,"5,737","   02  "
,Gas,7C,164408,"GRIERSON SPRING (STRAWN)","UNIVERSITY 6-7W","    1  ",,,90,8,,,98,"1,269",81,"   01  "
,,,,,,,,,,,,,,,"1,188","   02  "
,Gas,7C,164681,"GRIERSON SPRING (STRAWN)","UNIVERSITY 7-6S","    1  ",,,27,8,,,35,"1,379",88,"   01  "
,,,,,,,,,,,,,,,"1,291","   02  "
,Gas,7C,165099,"GRIERSON SPRING (STRAWN)","UNIVERSITY ""F""","    4  ",,5075,110,113,109,"   01  ",114,"3,274",107,"   01  "
,,,,,,,,,,,,,,,"3,167","   02  "
,Gas,7C,166704,"GRIERSON SPRING (STRAWN)","UNIVERSITY 7-6S","    2  ",,,360,0,,,360,0,,
,Gas,7C,166708,"GRIERSON SPRING (STRAWN)","UNIVERSITY 6-7W","    2  ",,,56,7,,,63,"1,207",77,"   01  "
,,,,,,,,,,,,,,,"1,130","   02  "
,Gas,7C,169058,"GRIERSON SPRING (STRAWN)","GRIERSON STATE","    2  ",,5075,24,0,,,24,501,16,"   01  "
,,,,,,,,,,,,,,,485,"   02  "
,Oil,7C,16814,"HOWARDS CREEK (CANYON)","HENDERSON TRUST ""N""",,,,17,3,,,20,459,459,"   03  "
,Gas,7C,144781,"HOWARDS CREEK (CANYON)","HENDERSON TRUST","    3  ",,,155,0,,,155,483,483,"   03  "
,Gas,7C,144782,"HOWARDS CREEK (CANYON)","HENDERSON TRUST","    4  ",,,134,2,,,136,"1,070","1,070","   03  "
,Gas,7C,145348,"HOWARDS CREEK (CANYON)","HENDERSON TRUST D","    1 U",,,50,0,,,50,657,657,"   03  "
,Gas,7C,191540,"HOWARDS CREEK (CANYON)","HENDERSON TRUST E","    1  ",,,146,3,,,149,838,838,"   03  "
,Gas,7C,218198,"HOWARDS CREEK (CANYON)","HUTCHINGS, SEALY","    1  ",,,177,0,,,177,"1,739","1,739","   03  "
,Gas,7C,218624,"HOWARDS CREEK (CANYON)","HENDERSON TRUST","    2  ",,,148,0,,,148,"3,587","3,587","   03  "
,Gas,7C,223112,"HOWARDS CREEK (CANYON)","HENDERSON TRUST","    1U ",,,95,2,,,97,"3,594","3,594","   03  "
,Gas,7C,223185,"HOWARDS CREEK (CANYON)","HENDERSON TRUST O","    1  ",,,79,0,,,79,997,997,"   03  "
,Gas,7C,224157,"HOWARDS CREEK (CANYON)","HENDERSON TRUST"," 2401  ",,,140,2,,,142,"1,701","1,701","   03  "
,Gas,7C,115546,"HOWARDS CREEK (PENN.)","SEALY HUTCHINGS","    1  ",,,0,0,,,0,0,,
,Gas,7C,137045,"HOWARDS CREEK (PENN.)","HENDERSON TRUST","    2  ",,,0,0,,,0,0,,
,Oil,7C,14355,"HOWDA (SAN ANDRES)","SCOTT '32'",,,,0,0,,,0,0,,
,Oil,7C,06725,"KETCHUM MT. (CLEAR FORK)","KETCHUM MT. (CLEAR FORK) UNIT",,,,390,"3,693","3,748","   00  ",335,149,149,"   03  "
,Oil,7C,09809,"KETCHUM MT. (CLEAR FORK)","SUGG, ELA C. 53-1",,,0883,183,35,,,218,19,19,"   02  "
,Oil,7C,13623,"KETCHUM MT. (CLEAR FORK)","SCOTT ""A""",,,,213,175,184,"   01  ",204,0,,
,Oil,7C,13699,"KETCHUM MT. (CLEAR FORK)","SCOTT ""34""",,,,246,52,,,298,0,,
,Oil,7C,13869,"KETCHUM MT. (CLEAR FORK)","SCOTT '32'",,,,0,0,,,0,0,,
,Oil,7C,13879,"KETCHUM MT. (CLEAR FORK)","SUGG ""33""",,,,158,1,,,159,64,64,"   03  "
Y,Oil,7C,14084,"KETCHUM MT. (CLEAR FORK)","SCOTT ""26""",,,,21,0,,,21,211,211,"   03  "
Y,Oil,7C,14668,"KETCHUM MT. (CLEAR FORK)","BUSBY 10",,,,121,870,737,"   00  ",254,262,104,"   03  "
,,,,,,,,,,,,,,,158,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,14727,"KETCHUM MT. (CLEAR FORK)","SUGG ""35""",,,,341,118,178,"   01  ",281,310,310,"   03  "
,Oil,7C,14738,"KETCHUM MT. (CLEAR FORK)","SUGG/FARMAR ""11""",,,,122,99,151,"   01  ",70,0,,
Y,Oil,7C,14918,"KETCHUM MT. (CLEAR FORK)","KETCHUM MOUNTAIN EAST UNIT",,,5651,731,"10,977","11,001","   00  ",707,"4,270","4,270","   03  "
,Oil,7C,15297,"KETCHUM MT. (CLEAR FORK)","SUGG 'B'",,,,538,846,"1,046","   01  ",338,0,,
,Gas,7C,280081,"KETCHUM MT. (CLEAR FORK)","SCOTT ""26"""," 2604  ",,,21,0,,,21,211,211,"   03  "
,Oil,7C,18016,"LIN (WOLFCAMP)","CLINCH 4238",,,,983,"8,856","8,722","   00  ","1,117","160,036","2,376","   01  "
,,,,,,,,,,,,,,,"157,660","   02  "
,Oil,7C,18019,"LIN (WOLFCAMP)","BENNIE 4342",,,,593,"13,405","13,580","   00  ",418,"249,624","2,826","   01  "
,,,,,,,,,,,,,,,"237,409","   02  "
,,,,,,,,,,,,,,,"9,389","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18127,"LIN (WOLFCAMP)","SCOTT-SUGG 5051",,,,284,"4,518","4,450","   00  ",352,"52,944","51,999","   02  "
,,,,,,,,,,,,,,,604,"   03  "
,,,,,,,,,,,,,,,341,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18150,"LIN (WOLFCAMP)","SUGG 4948",,,,397,"10,545","10,604","   00  ",338,"90,769","89,329","   02  "
,,,,,,,,,,,,,,,"1,410","   03  "
,,,,,,,,,,,,,,,30,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18171,"LIN (WOLFCAMP)","SUGG 2829",,,5925,340,"5,987","5,968","   00  ",359,"39,559","39,559","   02  "
,Oil,7C,18185,"LIN (WOLFCAMP)","SCOTT SUGG 1213",,,,"1,009","8,076","8,143","   00  ",942,"40,260","40,260","   03  "
,Oil,7C,18187,"LIN (WOLFCAMP)","SCOTT SUGG 1110",,,5958,113,"3,801","3,779","   00  ",135,"55,804","55,804","   03  "
,Oil,7C,18212,"LIN (WOLFCAMP)","SPIKE S UNIT",,,,542,"13,516","13,501","   00  ",557,"54,551","53,878","   02  "
,,,,,,,,,,,,,,,673,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18247,"LIN (WOLFCAMP)","SUGG 0607",,,5925,205,"3,839","3,814","   00  ",230,"46,406","46,406","   02  "
,Oil,7C,18259,"LIN (WOLFCAMP)","SUGG STRIP",,,5925,253,"11,100","11,161","   00  ",192,"56,231","1,999","   01  "
,,,,,,,,,,,,,,,"20,120","   02  "
,,,,,,,,,,,,,,,"32,996","   03  "
,,,,,,,,,,,,,,,"1,116","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18306,"LIN (WOLFCAMP)","SCOTT 54",,,,165,50,,,215,"2,386","2,386","   03  "
,Oil,7C,18337,"LIN (WOLFCAMP)","SSH UNIT",,,,"2,281","73,785","73,915","   00  ","2,151","511,489","492,758","   02  "
,,,,,,,,,,,,,,,"18,731","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18385,"LIN (WOLFCAMP)","SUGG 13",,,5925,0,0,,,0,0,,
,Oil,7C,18431,"LIN (WOLFCAMP)","SCOTT SUGG 5051 EAST",,,,201,"5,334","5,320","   00  ",215,"56,949","56,236","   02  "
,,,,,,,,,,,,,,,713,"   03  "
,Oil,7C,18432,"LIN (WOLFCAMP)","SUGG 0807",,,5925,315,"19,079","19,190","   00  ",204,"91,790","6,702","   01  "
,,,,,,,,,,,,,,,"81,348","   03  "
,,,,,,,,,,,,,,,"3,740","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,18517,"LIN (WOLFCAMP)","SCOTT SUGG 5554",,,,558,"13,103","13,264","   00  ",397,"173,498","173,498","   03  "
,Oil,7C,18518,"LIN (WOLFCAMP)","SCOTT SUGG 0504",,,5958,196,"6,462","6,429","   00  ",229,"31,225","31,225","   03  "
,Oil,7C,18524,"LIN (WOLFCAMP)","SCOTT SUGG 3332",,,,386,"10,429","10,424","   00  ",391,"84,507","84,507","   02  "
,Oil,7C,18525,"LIN (WOLFCAMP)","SCOTT SUGG 2726",,,5958,456,"13,454","13,434","   00  ",476,"72,431","72,431","   03  "
,Oil,7C,18531,"LIN (WOLFCAMP)","SCOTT SUGG 5657",,,,781,"14,723","15,066","   00  ",438,"133,386","133,386","   03  "
,Oil,7C,18610,"LIN (WOLFCAMP)","SCOTT SUGG SE UNIT",,,,"1,464","100,841","101,493","   00  ",812,"155,321","155,321","   02  "
,Oil,7C,18614,"LIN (WOLFCAMP)","SCOTT SUGG WEST UNIT",,,,979,"26,057","26,088","   00  ",948,"342,368",116,"   01  "
,,,,,,,,,,,,,,,"342,252","   03  "
,Oil,7C,18662,"LIN (WOLFCAMP)","SCOTT SUGG NE UNIT",,,,677,"15,045","14,753","   00  ",969,"16,621",116,"   01  "
,,,,,,,,,,,,,,,"16,505","   02  "
,Gas,7C,204511,"M. P. I. (ELLENBURGER)","CONOCO POWELL GMS DEEP","    5  ",,,102,0,,,102,471,471,"   03  "
,Gas,7C,204512,"M. P. I. (ELLENBURGER)","CONOCO POWELL GMS DEEP","    3  ",,,99,0,,,99,29,29,"   03  "
,Gas,7C,146838,"M. P. I. (STRAWN)","CONOCO POWELL GMS DEEP","    2  ",,8316,164,0,,,164,522,522,"   03  "
,Oil,7C,16515,"MAYER RANCH (CANYON)",MAYER,,,,57,0,,,57,514,514,"   03  "
,Gas,7C,217547,"MAYER RANCH (CANYON)",MAYER,"    7A ",,,0,0,,,0,309,309,"   03  "
,Gas,7C,217797,"MAYER RANCH (CANYON)",MAYER,"    5A ",,,0,0,,,0,77,77,"   03  "
,Gas,7C,217836,"MAYER RANCH (CANYON)",MAYER,"    4A ",,,0,0,,,0,77,77,"   03  "
,Gas,7C,218197,"MAYER RANCH (CANYON)",MAYER,"   10A ",,,0,0,,,0,0,,
,Gas,7C,218476,"MAYER RANCH (CANYON)",MAYER,"    9A ",,,0,0,,,0,154,154,"   03  "
,Gas,7C,222182,"MAYER RANCH (CANYON)",MAYER,"    6A ",,,0,0,,,0,"1,697","1,697","   03  "
,Gas,7C,222458,"MAYER RANCH (CANYON)",MAYER,"   12A ",,,0,0,,,0,0,,
,Gas,7C,223114,"MAYER RANCH (CANYON)",MAYER,"   11A ",,,0,0,,,0,26,26,"   03  "
,Gas,7C,240812,"MAYER RANCH (CANYON)",MAYER,"    8A ",,,0,0,,,0,103,103,"   03  "
,Oil,7C,18804,"PEGASUS (CONSOLIDATED)","TIPPETT, JUNE",,,,48,571,581,"   01  ",38,"1,945",25,"   01  "
,,,,,,,,,,,,,,,"1,920","   03  "
Y,Oil,7C,18860,"PEGASUS (CONSOLIDATED)","TIPPETT, JUNE ""7""",,,,11,49,57,"   01  ",3,"2,186",28,"   01  "
,,,,,,,,,,,,,,,"2,158","   03  "
Y,Oil,7C,14387,"PEGASUS (DEVONIAN)","TIPPETT, JUNE",,,0375,2,129,129,"   00  ",2,"10,563","10,494","   02  "
,,,,,,,,,,,,,,,69,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Gas,7C,151316,"PEGASUS (DEVONIAN)","TIPPETT, JUNE PF RECORD","    1  ",T,,94,582,623,"   00  ",53,"40,465","34,573","   02  "
,,,,,,,,,,,,,,,"5,663","   03  "
,,,,,,,,,,,,,,,229,"   04  "
,,,151316,"PEGASUS (DEVONIAN)",,,,,"Gas 04 VENT/FLARE",,,,,,,
,,7C,151316,"PEGASUS (DEVONIAN)","TIPPETT, JUNE PF RECORD",,,0375,0,0,,,0,0,,
,,7C,151316,"PEGASUS (DEVONIAN)","TIPPETT, JUNE PF RECORD",,,5166,94,582,623,"   00  ",53,0,,
,Gas,7C,158155,"PEGASUS (DEVONIAN)","TIPPETT, JUNE","   47 U",,,0,0,,,0,0,,
,Gas,7C,172821,"PEGASUS (DEVONIAN)","TIPPETT, JUNE ""7""","    3  ",,5166,37,80,94,"   00  ",23,"4,347","4,347","   03  "
,Gas,7C,173830,"PEGASUS (DEVONIAN)","TIPPETT, JUNE ""7""","    5  ",,5166,0,8,6,"   00  ",2,112,112,"   03  "
,Gas,7C,175043,"PEGASUS (DEVONIAN)","TIPPETT, JUNE","   75  ",,,18,29,39,"   00  ",8,25,25,"   03  "
,Gas,7C,175544,"PEGASUS (DEVONIAN)","TIPPETT, JUNE","   77  ",,,0,0,,,0,0,,
,Gas,7C,182015,"PEGASUS (DEVONIAN)","TIPPETT, JUNE","   69  ",,,2,28,22,"   00  ",8,740,740,"   03  "
,Gas,7C,185074,"PEGASUS (DEVONIAN)","TIPPETT, JUNE","   80  ",,,16,0,16,"   00  ",0,"1,479","1,479","   03  "
,Gas,7C,195655,"PEGASUS (DEVONIAN)","BOULTINGHOUSE, M. T. ""11""","    1D ",,5166,0,0,,,0,493,493,"   03  "
,Oil,7C,13397,"PEGASUS (FUSSELMAN)","TIPPETT, JUNE",,,0375,0,0,,,0,0,,
Y,Oil,7C,01186,"PEGASUS (SAN ANDRES)","TIPPETT, JUNE",,,0375,146,754,823,"   00  ",77,138,112,"   02  "
,,,,,,,,,,,,,,,25,"   03  "
,,,,,,,,,,,,,,,1,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,7C,03211,"RANCH (STRAWN)","RANCH STRAWN UNIT",,,,286,545,706,"   01  ",125,"5,055","5,055","   03  "
,Oil,7C,18180,"RED HOUSE (FUSSELMAN)","SRH 16",,,5929,24,492,446,"   01  ",70,"1,320",117,"   01  "
,,,,,,,,,,,,,,,"1,203","   03  "
,Oil,7C,18190,"RED HOUSE (FUSSELMAN)","SRH 12",,,5930,19,155,150,"   01  ",24,"1,413",35,"   01  "
,,,,,,,,,,,,,,,"1,378","   03  "
,Gas,7C,186684,"ROACH (FUSSELMAN)",TURNER,"    1  ",,,214,17,,,231,"1,542","1,542","   03  "
,Oil,7C,18179,"ROBLE GRANDE (STRAWN\WOODFORD)","SRH 18",,,5931,16,160,139,"   01  ",37,"1,673",42,"   01  "
